reviewText,label
soft comfortable nice looking expected,Neutral
poor sewing material look catalog,Neutral
fabric thin wear slip undershirt cute,Neutral
cavity shallow say part wrap around top head rather small good quality item great collectable cant see wearing,Neutral
hat huge color green lime green mostly happy large size,Neutral
little le coverage back picture showed cant ware beach still nice pool price cant complain,Neutral
nice picture,Neutral
bought wall flower happy time jean run little big bought 13 know make difference buy daughter say skinny enough leg maybe personal preference try shrinking hot water,Neutral
sweat,Neutral
color pretty material decent price definitely workout legging squat proof wearing around house,Neutral
ok productgood priceit run small ordered large loosen lot get onits underbust cool like stick top underbust isbut overall product pretty cool look nice clothes besides top part sticking,Neutral
cavity shallow say part wrap around top head rather small good quality item great collectable cant see wearing,Neutral
huge feel overbearing,Neutral
shoe worked fine daughter comfortable however hard get buy issue,Neutral
poor sewing material look catalog,Neutral
ultra thin dry fast offer padding,Neutral
pretty ring wished stone smaller,Neutral
gotten size larger afraid would,Neutral
item terrible poor fabric tight fitted disappointment,Negative
alternative zipping pant super uncomfortable stay put like wearing spanx day around,Negative
small cheap,Negative
vest well made figured ordering xl would mean would fit menope barely fit skinny fiance vest belongs bought cosplay dice 41 chest fit fair warning,Negative
fell part almost instantly flimsy cheap priced 5 le disappointed,Negative
like look purse,Negative
doesnt fit like picture picture show knee one receive fit shirt length also sleeve short shoulder elbow disappointed wanted,Negative
nice looking shirt way big sending back,Negative
item entirely small,Negative
item fit way small sheer part dress already fallin apart ripping bad quality would recommend,Negative
dress run large look really cheap person look nothing like,Negative
look top online look larger actually disappointed,Negative
ok well price didnt come instruction cant figure use beautiful ive ordered lolhopefully someone else figure use,Negative
small uncomfortable waistband rolled,Negative
love way look baby wore two time string broke shoe husband first one yelled saying pulled hard went tie second shoe lace completely ripped waste money even know contact discus replacement return,Negative
attaching easy friend lost kept coming loose,Negative
sweater short really made wear wash couple time really getting quality pay,Negative
run small exact,Negative
cute hat wear weave small,Negative
much small get high enough mean lot like kid size,Negative
stick purchase product,Negative
didnt like material,Negative
small super loose tie stay tied slip fall apart wearing ive wardrobe malfunction,Negative
product fell apart soon others review like fit cute idea nope,Negative
cheaply made smell horrible packaging,Negative
purchased medium daughter 15 wear small medium fit like kid medium adult medium,Negative
chain broke day wearing disappointed,Negative
mesh panel completely see let daughter keep short well,Negative
ordered large top waaaay small top cup literally cup option include actual bra size ex 32a 32b top size huge disappointment material design nice bottom perfect fit stretch,Negative
return small even though bought size larger disappointed,Negative
hat low quality construction shed much really cant worn never regained nice shape lining stiff super bummer recommend,Negative
didnt like material,Negative
ordered xxxl 125 lb daughter wear,Negative
provides little protection phone,Negative
way small,Negative
seam symmetric wear sleep,Negative
color way pepto pink name,Negative
ball unscrew fell,Negative
unless buy size really maternity nightgown nursing nightgown large pregnant woman thats issue plus tag specifically state nursing gown nothing maternity,Negative
junk took forever show,Negative
zipper holder broke already poor quality,Negative
looked cute put within couple hour finger completely green color started come really annoyed mostly like arrived throw away first,Negative
ordered shirt size 36 mo instead got wrong one said merry christmas sters full size 6 mo feel like someone getting package replace one,Negative
way small,Negative
worst purchase lifeamazon stop selling item,Negative
ball unscrew fell,Negative
small seam ripped easily,Negative
freaking small im usually large got x l still small,Negative
great way keep mitten velco strap scratch baby wrist small need pull strap way,Negative
like picture shown like tight fitting tank top back,Negative
broke second day,Negative
happy bag zipper broke handle broke first time time pleased item,Negative
ordered xxxl 125 lb daughter wear,Negative
literally worst purchase ever made bathing suit stripper look nothing like picture,Negative
purse ok listed conceal carry purse misleading type conceal carry purse one popped,Negative
frame cheap sunglass sunglass scratched dg sunglass handle easy break weak,Negative
band tight however netting baggy turn pad sewn edge leaving flap edging difficult turn,Negative
sequin falling notice recently able return,Negative
small even went 2 size suggested ealier review apparently asian model shoulder breast,Negative
seriously save money image shown easily recognizable final product look like hazy blob neither rocket groot really recognizable material mat however quite nice comfortable would work well quality printing absolutely suck,Negative
expectation price really low quality return postage almost much dress ill donate,Negative
way small stretchy enough comfortable,Negative
fit weird,Negative
tiny made nicely shipping charge line weight pina postage stamp would worked disappointed product,Negative
junk took forever show,Negative
seam symmetric wear sleep,Negative
cool shirt thought would,Negative
tank top short cant tuck untucked look funny length badif little longer would worked great,Negative
none,Negative
give away accurate sizing run small,Negative
returned nick scratch otherwise solid wellmade ring,Negative
shirt look way better photo person thin material bow hung oddly front made look pregnant like putting bow top belly also fuschia hot pink hottest pink ive ever seen returned,Negative
set broke sitting sun defective,Negative
dont thinker ill ever wear cause wayyy bigthe measurement offf,Negative
poorly constructed strap broke second wearing,Negative
dont waste time ordering gold finish rub almost instantly run small,Negative
cute hat wear weave small,Negative
expected,Negative
return small even though bought size larger disappointed,Negative
horrible huge poorly made,Negative
broke 3 day adult daughter careful jewelry,Negative
disappointed color completely different picture ive seen scarf picture person bought saw store,Negative
sock short comfort look like ad wearing come easily cold ankle,Negative
seam symmetric wear sleep,Negative
stick purchase product,Negative
seethrough clear picture product description,Negative
expected cheap looking dress,Negative
broke second day,Negative
leg hole way large elastic around stomach much small dah come wear ask large small bothyou get star,Negative
bought largest fit arm short leangth largexlargexxlarge xxxlargedone chinese item,Negative
super tight didnt know buying compression shirt might well go armour,Negative
never got wear tired cheap zipper popped cost dress replace zipper bunch crap sad super adorable tight chest small boob fit perfect true size larger chest need order size,Negative
great look put broke twice rigged stay together made cheaply,Negative
costume cheaply made fall piece left red dye skin sequin,Negative
terrible cheap,Negative
red color lent pill easy fast top quality,Negative
true sizeorder next size,Negative
sweater short really made wear wash couple time really getting quality pay,Negative
bad quality material short sort shape body whatsoever,Negative
belt pretty much described like advisory label contains chemical state california found may cause cancer,Negative
even try monstrosity dress pictured try,Negative
run small returned immediately,Negative
much bigger small ordered disappointed daughter able wear year,Negative
waist way tight,Negative
whole lot shorter person photo barely 5 ft sits cropped length,Negative
alternative zipping pant super uncomfortable stay put like wearing spanx day around,Negative
deserve one star poor size l like xxl,Negative
described disappointed,Negative
expectation price really low quality return postage almost much dress ill donate,Negative
sock short comfort look like ad wearing come easily cold ankle,Negative
terrible cheap,Negative
sweater really cute liked ordered xl small fit mother 117lbs,Negative
nice looking extra large,Negative
order size 14 year old normally wear neck 14 32 chest way small ordered small especially shoulder well decided order different product,Negative
disappointed large top small order item get xl shirt look small big person top skinny teenager size,Negative
way hoodie fit small,Negative
looked cheap arrived akready broken quick easy return though,Negative
return small even though bought size larger disappointed,Negative
disappointed received item fabric cheap soft 612 month size small 50 percentile 8 month,Negative
beware quality wallet start unraveling top elastic thread come apart,Negative
poorly constructed strap broke second wearing,Negative
one star amazon let submit without wft hat look like picture here go hill terribly word hat make absolutely sense gibberish gibberish though oh literally written classic chinese person speaking bad english style make sense made china,Negative
small tall individual able choose base height,Negative
pinch broke first day son used cheap product recommend,Negative
worth sending back regifted girlfriend daughter liked,Negative
sweater short really made wear wash couple time really getting quality pay,Negative
tiny expected,Negative
headband seems like made child small couldnt wear want ship back due distance,Negative
cheap stuff broke month,Negative
came hole front,Negative
lot smaller look large brush le 2 length get good shine kit rather cheaply made application foam fell almost immediately tried begin polishing shoe polish highly greasy almost wet definitely worth 5 let alone,Negative
nice looking extra large,Negative
sleeve tight patch elbow placed correctly material great quality,Negative
asian size cheap lace,Negative
shirt look way better photo person thin material bow hung oddly front made look pregnant like putting bow top belly also fuschia hot pink hottest pink ive ever seen returned,Negative
expected cheap looking dress,Negative
earring good child adult small look cheap much sparkle look like poorly cut glass get pay,Negative
set broke sitting sun defective,Negative
oddest sized hat ever encountered small large average sized noggin way short cover ear touch top way large diameter fit snugly enough blow away wind im using mine dusting,Negative
cheaply made even backpack 2 month already one strap broke im forced carry one shoulder use anything daily basis use carry gym clothes shoe every day gym instituted new policy bag must clear security reason recommend buy,Negative
whole lot shorter person photo barely 5 ft sits cropped length,Negative
allow 25 shrinkage color bright white blue cast,Negative
small seam ripped easily,Negative
horrible almost midget torso,Negative
would pretty fit ordered 4 romper company size fit perfectly one ran small,Negative
run small exact,Negative
horrible returned made correctly,Negative
leather look cheap inside fabric plastic feeling pocket shallow,Negative
way thick itchy large,Negative
thought would dark navy blue pic got almost denim blue instead buying color mind work something like warned,Negative
none,Negative
like one link broke 2 necklace,Negative
fell part almost instantly flimsy cheap priced 5 le disappointed,Negative
like,Negative
weird,Negative
pretty material unfortunately fit bust plastic strap scratch,Negative
seems quality product however generous size much heavy worn time cold weather,Negative
vest well made figured ordering xl would mean would fit menope barely fit skinny fiance vest belongs bought cosplay dice 41 chest fit fair warning,Negative
faded first weardont waste money,Negative
ok piece bit light,Negative
size smaller expected seam coming apart section near bottom dress,Negative
glass much heavy,Negative
would pretty fit ordered 4 romper company size fit perfectly one ran small,Negative
sock short comfort look like ad wearing come easily cold ankle,Negative
made china priced mine eagle suggest anyone wanting paul fredrick check eagle men,Negative
earring good child adult small look cheap much sparkle look like poorly cut glass get pay,Negative
dont waste time ordering gold finish rub almost instantly run small,Negative
son 8 month thought getting trunk rated 618 mo would fit expected little loose much tighter expected within minute caused visible stretch mark skin would strongly recommend size determined inchcm measurement v age child otherwise like color design quality product,Negative
coat received advertised many reason drape formfitting side vent shallow lapel short breast pocket high nearer shoulder chest lining caused front pucker bottom leather nice poor tailoring,Negative
cool shirt thought would,Negative
look like first grade class cut applitique sewed shirt run small hope someone salvation army want,Negative
ordered large top waaaay small top cup literally cup option include actual bra size ex 32a 32b top size huge disappointment material design nice bottom perfect fit stretch,Negative
headband seems like made child small couldnt wear want ship back due distance,Negative
dress run large look really cheap person look nothing like,Negative
leather look cheap inside fabric plastic feeling pocket shallow,Negative
dress atrociously hideous possibly ugliest garment ever laid eye upon picture representative actual dress immediately donated goodwill,Negative
classic get pay situation rose center fill area like pic glue also visible cheaply made flimsy never wore cant imagine anyone would wear received,Negative
great look put broke twice rigged stay together made cheaply,Negative
definitely true size im u size 6 ordered large short couldnt even button disappointing,Negative
dress thin looked cheap wish wouldve sent back wonder 7 would recommend anyone waist money product,Negative
uncomfortable itchy boning used keep waist trainer rolling look way expected clothes,Negative
waist,Negative
quality bad tore soon took,Negative
worn belt several month unfortunately leather splitting middle brown black side would definitely recommend belt,Negative
spike missing got partial refund cheap item unhappy,Negative
nice looking extra large,Negative
cheap price cheap looking bought arrived plan wearing get pay though,Negative
dissapointed bagnothing like picturecant stand came foldedthe leather good quality looked like maybe 40 bagi excited opened boxi returned immediatelyi hate write bad review depend review purchase itemsso sorry,Negative
totally see daughter wear dress,Negative
broke immediately,Negative
worth sending back regifted girlfriend daughter liked,Negative
small even went 2 size suggested ealier review apparently asian model shoulder breast,Negative
ordered xxxl 125 lb daughter wear,Negative
set pretty earring came one post bent broken put box bubble wrap happen,Negative
look nice stone missing,Negative
small seam ripped easily,Negative
tank top short cant tuck untucked look funny length badif little longer would worked great,Negative
seems quality product however generous size much heavy worn time cold weather,Negative
nice thick soft sweatshirt material way way way small size listed poor product overall,Negative
super cute person way narrow granddaughter even keep past try stage reordered pair light sketcher,Negative
blouse size match size,Negative
bit loose way short returned item,Negative
bad quality material short sort shape body whatsoever,Negative
shirt look way better photo person thin material bow hung oddly front made look pregnant like putting bow top belly also fuschia hot pink hottest pink ive ever seen returned,Negative
pulling glass frame came way useless using time,Negative
unhappy purchase material flimsy hold dress slip fullness also uneven slip kept getting stuck leg,Negative
horrible fabric look like trash,Negative
cute hat wear weave small,Negative
wish paid attention reviewer said clasp earring broke immediately mine thing snapping soon tried open waste,Negative
size run small jean tapered leg shirt thinner expected almost seemed bit feminine design,Negative
tarnished day,Negative
extremely low quality material poorly constructed sized way small returning item,Negative
horrible quality,Negative
sleeve tight patch elbow placed correctly material great quality,Negative
light,Negative
material cheap,Negative
xl normally fit perfect case soon pulled packaging knew right away jacket could possibly fit big toe absolutely else decided give daughter naturally wear medium,Negative
little tight like,Negative
came bent im trying decide worth send back refund,Negative
cheap cheap buy waste money sure,Negative
must made small people way get foot leg average person size,Negative
would pretty fit ordered 4 romper company size fit perfectly one ran small,Negative
extremely small disappointed,Negative
costume cheaply made fall piece left red dye skin sequin,Negative
returned,Negative
size completely american size,Negative
resemble photo chain poor quality clasp even closed completely waste time waiting product others resembling sadly disappointed,Negative
item entirely small,Negative
great way keep mitten velco strap scratch baby wrist small need pull strap way,Negative
small,Negative
look nice photo thats end hourglass figure cut waist material also quite cheap mostly tulle lining zipper broken arrival halloween costume quality best worth price,Negative
xxlarge would fit someone wear size 6 7 run way small american ship china guess consider xxlarge beware run tiny,Negative
said small never received shirt guess package small find lol instead got necklace,Negative
cheaply made even backpack 2 month already one strap broke im forced carry one shoulder use anything daily basis use carry gym clothes shoe every day gym instituted new policy bag must clear security reason recommend buy,Negative
much small get high enough mean lot like kid size,Negative
cheap understand pay much extremely bad quality even strong enough hold crayon one pocket tie string around seat keep reach around also velcro weak hold,Negative
said small never received shirt guess package small find lol instead got necklace,Negative
item fit way small sheer part dress already fallin apart ripping bad quality would recommend,Negative
junk say fraud also false advertising granddaughter spent good money cried got major disappointment someone cut scrap put bag ill never buy,Negative
product expected first opened smelled mildew figured better wash give gift niece upon inspection two hole long also would wrap around several time expensive guess get pay sometimes,Negative
cheaply made hard get clasp workhard,Negative
material long enough woman 57 comfortable felt perfect said bent waist slid like plumber butt theyre basically useless returned never got around quality seems good design nice true size,Negative
ball unscrew fell,Negative
leather came easily edge love everything else except fact barely rub wallet n something purse edge rub right yellow wallet blotch white edge wallet im little dissapointed,Negative
awful way small look awkward could barely get dont waste money,Negative
like,Negative
look like first grade class cut applitique sewed shirt run small hope someone salvation army want,Negative
seriously save money image shown easily recognizable final product look like hazy blob neither rocket groot really recognizable material mat however quite nice comfortable would work well quality printing absolutely suck,Negative
disappointed received item fabric cheap soft 612 month size small 50 percentile 8 month,Negative
product functioned week died recognized apple device,Negative
dress make look like puffy grape big girl shape super cheap scratchy material got black belt white like picture look anything like one picture like,Negative
55 135 pound bought medium skirt fine way long reached almost ankle,Negative
resemble photo chain poor quality clasp even closed completely waste time waiting product others resembling sadly disappointed,Negative
tiny made nicely shipping charge line weight pina postage stamp would worked disappointed product,Negative
zipper holder broke already poor quality,Negative
worth sending back regifted girlfriend daughter liked,Negative
worst purchase lifeamazon stop selling item,Negative
bought largest fit arm short leangth largexlargexxlarge xxxlargedone chinese item,Negative
totally see daughter wear dress,Negative
review said size run small ordered larger size big mistake recommend buying ur usual size,Negative
red color lent pill easy fast top quality,Negative
great way keep mitten velco strap scratch baby wrist small need pull strap way,Negative
didnt like material,Negative
broke put first time dont waste money worth anything scam,Negative
like ordered two broken mailing process happy love necklace damaged arrived,Negative
pretty ring however one stone came shortly receiving worn ring le month black wearing silver finish bit disappointed,Negative
great concept band brokeneed fix,Negative
start falling apart soon got barely use photo piece holding fan together broke within matter hr worth price,Negative
good material cheap,Negative
pretty ring however one stone came shortly receiving worn ring le month black wearing silver finish bit disappointed,Negative
bad cheap material,Negative
shrunk 1st wash,Negative
really liked online received kind disappointed know like ten dollar look cheap,Negative
literally worst purchase ever made bathing suit stripper look nothing like picture,Negative
fell apart first day tried wear,Negative
awful stick kept falling wall disappointing,Negative
strap stretched foot come walk defective send back sure happened lot havianas never problem,Negative
husband tall fatshirt long smaller,Negative
classic get pay situation rose center fill area like pic glue also visible cheaply made flimsy never wore cant imagine anyone would wear received,Negative
strap stretched foot come walk defective send back sure happened lot havianas never problem,Negative
faded first weardont waste money,Negative
tank top short cant tuck untucked look funny length badif little longer would worked great,Negative
buy thing made china fit fine order couple size larger one way small sold someone christmas gift,Negative
wear large every shirt buy one large wanted medium color wanted available time,Negative
expected,Negative
poor quality dress buy get looking descriptive photo wait shipping back wasted dress money please read review find take photo reference,Negative
material thick look 100 like picture,Negative
horrible cheap h pas garbage,Negative
bathing suit really cute man cheap even simply trying felt like falling apart anything b cup youll look like porn star zero support coverage also run small sent back,Negative
thin see thru,Negative
genuine leather seller listed embossed back belt cheapest 2 cent piece rubber one could buy easily stretch cry loud cant even use costume piece wear belt respect one star much let go lower,Negative
glass much heavy,Negative
dress disapponted max would given negative 10 star could look cute online large fit completely irregular another birthday dress send back lady cute dress back designbis nothing like o online 100 disappointment,Negative
got half color pictured want color sent,Negative
ring fit pretty decent way shiny take scotch brite dull bit recently lee 5 month wearing daily top lower half separated would recommend,Negative
pulling glass frame came way useless using time,Negative
material thick look 100 like picture,Negative
feel like moomoo flattering,Negative
came hole front,Negative
good idea tip extremely soft bend easily broke first use returned refund,Negative
got half color pictured want color sent,Negative
ordered hat brown look nothing like picture super flat sit way pictured would buy hat,Negative
ride buttock expose whole thing super sexy,Negative
disappointed color completely different picture ive seen scarf picture person bought saw store,Negative
spike missing got partial refund cheap item unhappy,Negative
looked like lumberjack behind somehow nice figure expect get disappointing result,Negative
dissapointed bagnothing like picturecant stand came foldedthe leather good quality looked like maybe 40 bagi excited opened boxi returned immediatelyi hate write bad review depend review purchase itemsso sorry,Negative
thread screw part never line ive almost gotten thing stuck multiple time even help worth money,Negative
xxl fit size large ridiculously small gave,Negative
fabric inferior thin husband gave away,Negative
spike missing got partial refund cheap item unhappy,Negative
see thru unfortunately like color,Negative
bathing suit really cute man cheap even simply trying felt like falling apart anything b cup youll look like porn star zero support coverage also run small sent back,Negative
ride buttock expose whole thing super sexy,Negative
disappointed way looked two huge side panel look ridiculous never wear,Negative
little tight like,Negative
way small like kid,Negative
pretty ring however one stone came shortly receiving worn ring le month black wearing silver finish bit disappointed,Negative
clothes quality bad lot plush drop inside clothes mess tshirt,Negative
headband seems like made child small couldnt wear want ship back due distance,Negative
dissapointed bagnothing like picturecant stand came foldedthe leather good quality looked like maybe 40 bagi excited opened boxi returned immediatelyi hate write bad review depend review purchase itemsso sorry,Negative
stick purchase product,Negative
lift fit roll tummy support buy,Negative
super cute person way narrow granddaughter even keep past try stage reordered pair light sketcher,Negative
stick purchase product,Negative
unhappy purchase material flimsy hold dress slip fullness also uneven slip kept getting stuck leg,Negative
much smaller 4x closer 2x adult medium also ordered true size,Negative
genuine leather seller listed embossed back belt cheapest 2 cent piece rubber one could buy easily stretch cry loud cant even use costume piece wear belt respect one star much let go lower,Negative
necklace look like came cracker jack box disappointed upset read reyand purchased based suppose gift someone recovering cancer way give terrible,Negative
shirt see small low quality disappointed,Negative
true size fit larger expected,Negative
turned strange yellow hue 2 week wearing,Negative
supportive top flattering,Negative
